,,,These are the population desnities in people per square mile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_name,county_name,Area in sq mi,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009
Oklahoma,Mayes County,655.39,35.55440272,36.46683654,37.68748379,39.21329285,40.12877828,42.87523459,44.40104365,45.46911,46.53717634,48.2155663,49.22412609,49.76731412,50.83080303,52.12468912,53.19275546,52.08044065,51.66999802,51.09629381,50.59430263,50.55310578,51.02458078,51.68983353,52.33830238,53.1317231,53.82596622,54.80400983,55.66151452,56.55716444,57.42382398,58.39271274,58.63684219,58.66583256,58.7070294,58.98777827,59.26700133,59.58131799,60.05737042,60.67990052,61.16053037,61.13154
Oklahoma,Murray County,416.46,25.61830668,25.2125054,26.1729818,25.9328627,25.9328627,25.9328627,25.9328627,25.9328627,26.1729818,28.81429189,29.16726696,30.01488738,31.2899198,32.2503962,32.07991164,31.20827931,31.18906978,30.44710176,30.01968977,29.55385871,28.74945973,28.86711809,29.08322528,28.76866926,28.73985497,29.24410508,29.87081592,29.73394804,29.60428372,29.95965999,30.22859338,30.38707199,30.20938385,30.1709648,30.01488738,30.17336599,30.45910772,30.36546127,30.7040292,31.11943524
Oklahoma,Muskogee County,810.45,73.46782652,74.03294466,74.03294466,75.14343883,75.51360355,76.74748596,79.09186255,80.69590968,81.31285089,81.18946264,82.71083966,83.51409711,84.11253008,86.69874761,87.2256154,86.69751373,86.07563699,85.78814239,84.33092726,83.70658276,84.11499784,84.5320501,85.03424024,85.30199272,85.83873157,85.9065951,86.06946758,86.12129064,86.48405207,86.48405207,85.64624591,85.76223086,85.76469862,86.31007465,86.25208218,86.63088408,86.90357209,87.2182121,87.29718058,88.11401073
Oklahoma,Noble County,731.9,13.72181992,13.79969941,13.66306873,13.66306873,14.20959147,14.34622216,14.48285285,14.75611422,14.89274491,15.71252903,15.81226944,15.79314114,16.14974723,16.70720044,16.38885094,16.28774423,16.18390491,15.87648586,15.59912556,15.2479847,15.07719634,15.1496106,15.16054106,15.31766635,15.29717174,15.38598169,15.30400328,15.42560459,15.52397869,15.48572209,15.5458396,15.59366034,15.39281323,15.35319033,15.27394453,15.18240197,15.0703648,14.98018855,15.0293756,14.96106025
Oklahoma,Nowata County,565.78,17.27349853,17.67471455,18.02820884,18.20495599,18.38170314,18.73519743,18.73519743,18.91194457,19.08869172,19.61893315,20.30117714,21.0028633,21.15663332,20.99225848,20.35596875,19.68609707,19.22301955,18.6256142,18.36226095,17.96811481,17.57750362,17.46085051,17.39722153,17.38838418,17.23991658,17.44140832,17.39368659,17.47499028,17.63936512,17.8143448,18.7245926,18.7245926,18.6503588,19.0462724,18.72636007,18.77231433,18.823571,18.92608434,18.95613136,18.60793948
Oklahoma,Okfuskee County,618.57,17.27047868,17.29796143,17.62128781,18.10627738,18.10627738,18.42960376,18.42960376,18.26794057,18.42960376,18.42960376,17.98502999,18.51851852,18.96632556,19.85385648,19.58387895,19.33006774,19.35755048,19.23953635,19.06009021,18.59126695,18.69958129,18.2744071,18.19519214,18.14184328,18.03999547,18.18549235,18.24854099,18.34877217,18.41667071,18.17417592,19.11505569,18.94530934,18.70281456,18.65269897,18.48780251,18.20812519,18.09172769,18.08364453,17.95593061,17.66008697
Oklahoma,Oklahoma County,708.82,744.5007195,765.4975875,774.8088372,777.4893485,771.5640078,775.796394,779.182303,781.5806552,790.3275867,789.622189,802.648063,819.9641658,849.2508676,874.382777,876.78254,876.0559804,866.8900426,848.228041,846.0187354,847.9811518,846.3587371,852.0950312,861.4048701,870.2999351,877.8688525,879.5053751,884.9891369,890.0002822,892.8430349,898.0262972,933.7222426,938.7446742,948.5116108,954.6090686,959.2181372,967.6236562,977.6910922,986.8838351,996.1852092,1011.122711
Oklahoma,Okmulgee County,697.35,50.70337707,51.76740518,51.76740518,53.63160536,53.05800531,52.91460529,53.77500538,54.92220549,54.77880548,55.49580555,56.16835162,57.15637772,57.19079372,58.21323582,56.9756937,56.33469563,56.18842762,55.89158959,53.86391339,52.79128128,52.27647523,52.31662723,52.78554528,53.43801534,53.53982935,53.82089338,54.14641141,55.22621352,55.44704954,55.62199756,56.83802968,56.75772568,56.66451567,56.76059368,56.71183767,56.40209364,56.14970961,56.31175163,56.06940561,56.34473363
Oklahoma,Osage County,2246.36,13.2436475,13.35493866,13.31042219,13.22138927,13.8891362,14.64591606,15.18011361,15.62527823,16.2485087,16.96077209,17.50698908,17.633861,18.67999786,19.39137093,19.04903933,19.0721879,19.34240282,18.77437276,18.49748037,18.60476504,18.5059385,18.56069374,18.74766289,18.97380651,18.89100589,18.85850888,18.84960558,18.89990919,19.09578162,19.1287238,19.8334194,20.00480778,19.97765274,19.96207197,19.93135562,20.01104008,20.00258195,20.15215727,20.1227764,20.05511138
Oklahoma,Ottawa County,470.82,63.29382779,64.56820016,64.14340937,64.78059556,65.84257253,66.26736332,67.75413109,68.60371267,69.45329425,69.66568965,69.81436642,69.35134446,69.79100293,71.33086955,70.88696317,70.40270167,69.24939467,67.31659658,66.12505841,65.11193237,64.91440466,64.64678646,64.35368081,64.33031732,64.8570579,65.21388216,64.82095068,65.1798989,65.61106155,65.58982201,70.59598148,70.17331464,69.29399771,68.83947156,68.79062062,68.97540461,69.57435963,68.46353171,67.21039888,67.17853957
Oklahoma,Pawnee County,567.96,19.96267343,20.42397352,21.30431721,21.83252342,22.36072963,23.06500458,23.59321079,24.29748574,25.00176069,26.9385168,26.95612367,27.76780055,28.09352771,29.29079513,28.96154659,29.23093176,29.0161279,28.86470878,27.7889288,27.5653215,27.39101345,27.33291077,27.49313332,27.65511656,27.78188605,27.92450173,28.22557927,28.53546024,28.86118741,29.13585464,29.38059018,29.5179238,29.45982111,29.25558138,29.0020424,28.99852102,29.07246989,29.03373477,28.71681104,28.90872597
Oklahoma,Payne County,684.7,73.97984519,77.11406455,80.76529867,79.30480502,81.64159486,81.49554549,84.70863152,86.16912516,88.35986563,89.67430992,91.18592084,92.11917628,95.08397838,96.36483131,95.52212648,94.0470279,92.98670951,91.77596027,90.96246531,90.26727034,89.7473346,89.87731853,91.19322331,92.31780342,92.50912809,93.21308602,93.44384402,94.88827224,95.3322623,95.54257339,99.69183584,104.3332847,106.5079597,109.3515408,111.0617789,111.2078282,116.4612239,114.3946254,114.9890463,116.440777
Oklahoma,Pittsburg County,1305.46,28.741593,29.33831753,29.87452699,29.95112834,30.10433104,30.18093239,31.32995266,31.32995266,31.32995266,31.25335131,31.04193158,30.58768557,31.07410415,32.40773367,32.37862516,32.39317942,32.29512969,31.78343266,31.22577482,31.1392153,31.37821151,31.80181698,32.36100685,32.74248158,32.93168691,33.10557198,33.04275887,32.92019671,32.95543333,33.30013941,33.66476185,33.20591975,33.5261134,33.46559833,33.42806367,33.63565333,33.89533191,34.02861826,34.29902103,34.63223691
Oklahoma,Pontotoc County,720.44,38.68052857,39.97557048,40.94719893,41.36361113,42.19643551,42.05763145,43.0292599,43.72328022,43.72328022,44.83371273,45.24734884,46.00799511,47.04208539,48.3537838,48.58419855,48.86874688,48.54255733,48.62306368,47.68336017,47.43628893,47.33496197,47.22114264,47.07817445,47.13091999,47.46543779,47.99428127,48.50369219,48.06784743,48.06923547,48.1455777,48.80628505,48.46621509,48.59530287,48.7840764,48.90622397,49.19077231,49.58219977,50.53994781,51.28532563,51.9432569
Oklahoma,Pottawatomie County,787.67,54.7615118,56.11487044,58.52704813,60.55835566,62.7166199,64.11314383,65.38271103,66.77923496,67.41401856,68.3027156,70.12962281,72.64209631,74.93620425,77.67973898,79.16259347,79.43301129,78.44274887,77.01956403,75.45418767,74.65182119,74.61627331,74.62008201,75.19265682,76.22100626,76.28575419,77.13128594,78.04410476,77.74575647,79.08261074,79.54346363,83.37882616,84.13548821,84.57094976,85.75164726,85.57517742,85.95858672,86.5362398,87.81596354,88.1892163,89.21756573
Oklahoma,Pushmataha County,1395.84,6.723549977,6.805937643,6.877579092,7.164144888,7.450710683,7.66563503,7.808917928,8.023842274,8.095483723,8.167125172,8.434347776,8.576197845,8.35840784,8.385631591,8.468019257,8.499541495,8.333333333,8.037454149,7.970827602,7.970111188,7.8619326,7.870529574,7.879126547,7.985155892,8.071842045,8.159961027,8.33118409,8.257393398,8.220139844,8.268856029,8.349094452,8.348378038,8.315422971,8.263841128,8.281035076,8.215124943,8.250945667,8.327602017,8.361989913,8.462287941
Oklahoma,Roger Mills County,1141.14,3.901361796,3.855793329,3.680529996,3.680529996,3.505266663,3.417634997,3.505266663,3.417634997,3.417634997,3.768161663,4.205443679,4.845154845,5.258776311,5.263157895,4.898610162,4.528804529,4.382459646,4.124822546,3.873319663,3.769914296,3.606919396,3.588516746,3.489492963,3.451811347,3.35892178,3.320363847,3.26690853,3.131079447,3.13808998,3.14860578,3.00138458,2.900608164,2.799831747,2.763902764,2.814729131,2.857668647,2.840142314,2.868184447,2.953187164,2.98561088
Oklahoma,Rogers County,675.63,42.07184406,43.3669316,45.58708169,48.5472818,50.91544188,53.43161198,56.39181209,59.20400219,61.86818229,66.90052248,68.72992614,71.70048695,75.84180691,79.20163403,79.80255465,81.22493081,81.55499312,81.50466972,80.55444548,80.75129879,81.97978183,83.7248198,85.56162397,88.24948567,89.80359072,91.72624069,94.10032118,97.12416559,100.666045,104.4462206,105.6347409,108.0088214,110.9483001,113.8048932,116.2840608,117.9180913,120.5926321,123.1265634,125.015171,126.7764901
Oklahoma,Seminole County,632.84,39.73200177,40.29454522,42.03274129,42.34877694,42.50679477,43.45490171,43.45490171,43.13886606,42.82283042,42.34877694,43.39959547,43.63346185,44.99241514,45.45698755,45.11724923,45.15675368,44.7996334,43.05827697,41.78623349,40.96138044,39.97850958,39.41912648,39.06990709,39.28007079,39.47127236,39.43808862,39.32115543,39.47601289,39.11889261,38.78705518,39.29903293,38.70962645,38.22925226,38.07123444,38.20870994,38.11231907,38.09651729,37.96378231,38.09809747,38.39201062
Oklahoma,Sequoyah County,673.27,34.71118571,35.79544611,36.24103257,37.28073433,39.36013783,40.84542605,41.73659899,43.07335839,43.96453132,45.59834836,45.67112748,45.80628871,46.03947896,47.5975463,48.70111545,49.29820132,49.8670667,50.67654878,50.11659513,50.22947703,50.26660924,50.55921101,51.32413445,51.79794139,52.11876365,53.29808249,54.2679757,54.91407608,55.76663151,56.27162951,57.99604913,58.2648863,58.52184116,58.86791332,59.50658725,59.7145276,60.49281863,60.85968482,61.02900768,61.53994683
Oklahoma,Stephens County,870.24,41.2552859,42.17227432,43.09156095,43.09156095,43.32138261,43.78102592,45.04504505,45.96433168,46.88361831,48.72219158,49.89313293,51.25137893,53.62773488,54.16781577,52.39244346,51.86615187,50.99168046,49.59206656,48.86583012,49.29789483,48.47398419,49.12093216,49.43808605,49.40246369,49.58632101,49.20136974,49.5978121,49.78281853,50.01723662,49.49898878,49.49439235,48.97844273,48.79113808,48.55557088,48.77505056,48.88766317,49.12552859,49.58172458,49.81499356,49.97127229
Oklahoma,Texas County,2041.26,8.010738465,8.181221402,8.279200102,8.426168151,8.769093599,8.867072298,8.916061648,8.965050998,8.818082949,8.6711149,8.684342024,8.801916463,8.813184014,9.149250953,9.126715852,9.015999922,8.950844086,8.893526547,8.439395275,8.062177283,8.047480478,7.949991672,7.918148594,7.845154463,7.967137944,8.137620881,8.522187276,8.83228986,9.082625437,8.979257909,9.897318323,9.853227908,9.804728452,9.722916238,9.894868856,9.808157707,9.844899719,9.871843861,10.07857892,10.35389906
Oklahoma,Tillman County,871.13,14.8095003,14.46397208,14.23438522,14.46397208,14.23438522,14.23438522,14.11959179,14.00479837,13.89000494,14.00479837,14.23208936,13.92673883,13.84753137,13.99331902,13.48708,13.0921906,12.8878583,13.02446248,12.7271475,12.2886366,11.85127363,11.74566368,11.55395865,11.51492889,11.2072825,11.11889155,11.03164855,11.04312789,10.9329262,10.8123931,10.6115046,10.54951615,10.11330111,10.04098125,9.857311767,9.594434815,9.48078932,9.307451241,9.100823069,8.949295742
Oklahoma,Tulsa County,570.25,701.4151688,709.3380096,718.4568172,725.4712845,732.3103902,744.059623,754.4059623,761.5957913,770.3638755,797.1942131,825.2398071,846.5497589,872.5979833,889.2205173,888.0561157,884.5664182,890.7181061,886.874178,875.8509426,875.8474353,885.5116177,898.581324,909.5063569,915.4721613,918.0201666,919.4160456,928.8803157,940.5313459,952.9451995,961.501096,988.7838667,993.9307321,999.9245945,998.8320912,995.519509,999.6510302,1012.312144,1026.57957,1038.853135,1055.608943
Oklahoma,Wagoner County,561.56,39.46684237,42.38193604,45.7653679,48.61457369,50.92955339,54.31298526,57.16219104,61.9702258,65.53173303,70.87399387,74.43728186,77.37196382,80.01104067,83.76665005,85.01139682,85.01139682,84.77633735,85.17522616,83.70788518,84.5056628,85.50288482,86.63722487,87.8303298,90.00462996,91.46840943,92.83780896,94.8286915,96.38863167,98.33855688,99.9269891,102.7548258,104.6335209,107.162191,108.7773346,110.3728898,112.3993874,115.8754185,119.702258,122.9432296,125.35437
Oklahoma,Washington County,415.45,101.8221206,99.89168372,98.92887231,99.89168372,99.16957516,100.6137923,102.5394151,103.7429294,105.1871465,111.4454206,115.8093633,121.858226,127.5436274,129.6401492,127.8084005,127.3558792,123.3505837,118.0815983,115.6601276,113.6791431,116.2522566,117.0802744,116.2522566,114.4830906,114.259237,114.2207245,114.095559,114.261644,114.3892165,114.7526778,117.889036,117.6435191,117.9155133,117.7301721,117.6796245,117.3185702,118.0840053,120.1179444,121.689734,122.0507883
Oklahoma,Washita County,1003.17,12.10263465,9.569664165,11.5633442,11.7627122,11.8623962,12.36081621,12.56018422,12.56018422,12.75955222,13.15828823,13.75439856,15.31345634,17.79857851,17.09480945,15.14000618,14.07538104,13.32675419,12.50934538,11.89628876,11.51250536,11.41282136,11.4487076,11.46665072,11.40085928,11.49655592,11.63212616,11.62215776,11.58926204,11.80457948,11.65505348,11.4636602,11.34104888,11.22740911,11.19052603,11.19850075,11.22840595,11.4287708,11.5932494,11.65405664,11.77567112
Oklahoma,Woods County,1286.45,9.265809009,9.094795756,8.550662676,8.550662676,8.550662676,8.628395973,8.628395973,8.317462785,8.161996191,8.317462785,8.490808038,8.521901356,8.550662676,8.663375957,8.42084807,8.074934898,7.84251234,7.628745773,7.29293793,7.163900657,7.060515372,6.956352754,6.970344747,6.755023514,6.696723542,6.622876909,6.552916942,6.455750321,6.451863656,6.351587703,7.02864472,6.876287458,6.869291461,6.716934199,6.658634226,6.638423569,6.521823623,6.584787594,6.51327296,6.543588946
Oklahoma,Woodward County,1242.4,12.50563426,12.55634256,12.55634256,12.79781069,13.36123632,13.76368319,14.56857695,15.21249195,15.77591758,16.33934321,17.04121056,18.37491951,20.18995493,19.67240824,18.53992273,17.91693496,17.14262717,16.00692209,15.6704765,15.3871539,15.25112685,15.17144237,15.22617514,15.05875724,15.12234385,15.08048938,14.99678042,14.98309723,14.99034127,14.9613651,14.83177721,14.74323889,14.79555699,14.82292337,15.06761108,15.17144237,15.30585963,15.77189311,15.87974887,16.06487444
Oregon,Oregon,95988.01,21.7895235,22.39863083,22.86743938,23.32582997,23.76338461,24.2217752,24.71141969,25.40942353,26.14909925,26.85752106,27.43213449,27.79498189,27.7630404,27.63960832,27.78043841,27.84356088,27.95688753,28.13888943,28.55874395,29.07216224,29.78025068,30.40739151,30.98234873,31.61321919,32.16174603,32.72722291,33.28631357,33.78811583,34.1923434,34.54758568,35.74291206,36.15432802,36.64114924,36.98566102,37.22866012,37.69084285,38.31254549,38.88982593,39.41107853,39.85557154
Oregon,Baker County,3068.36,4.862206521,5.116739887,5.084149187,5.051558487,4.953786388,5.116739887,5.051558487,5.149330587,5.116739887,5.247102687,5.258183525,5.279041573,5.337378926,5.297618272,5.252969013,5.126843004,5.027441369,4.930972898,4.886649546,4.852755218,5.025811834,5.058076627,5.130427981,5.219074685,5.281648829,5.351392927,5.322061297,5.336075298,5.348459764,5.2989219,5.448187305,5.412989349,5.328905344,5.302506877,5.280345201,5.214837894,5.21092701,5.217771057,5.231133244,5.241236361
Oregon,Benton County,675.94,79.55735716,81.22022665,88.91321715,87.72968015,90.54058052,91.13234903,92.1679439,97.05003403,99.12122378,100.8965293,100.9128029,102.6259727,102.7620795,100.9631032,99.82246945,99.52806462,99.0324585,99.99408231,100.4171968,103.3804776,105.0847708,105.5567062,106.9621564,108.8143918,110.8249253,112.1416102,113.7882061,114.7084061,115.133,114.1994852,115.6863035,115.6537563,117.7944788,117.4867592,116.7988283,117.5059917,118.5682161,120.6956239,120.9796728,122.2075924
Oregon,Clackamas County,1870.32,88.80191625,92.39060695,95.27781342,102.1215621,104.8483682,109.660379,113.3495872,117.0387955,122.7062749,126.6093503,129.3420377,131.6026135,132.4928355,132.2356602,132.9735019,133.7300569,136.5065871,138.2667137,139.4162496,145.7215877,150.1737671,154.5345182,158.763741,162.4625732,165.7368793,168.8914197,173.0083622,176.6382223,178.9923649,180.8519398,181.5443347,184.3759357,188.0143505,190.1973994,192.8595107,195.373519,198.3067069,200.8265965,203.8308952,206.4582531
Oregon,Clatsop County,829.05,34.34412882,34.97979615,34.73855618,35.10041614,35.82413606,35.82413606,35.94475605,36.90971594,38.11591581,38.83963573,39.18822749,39.44273566,39.25336228,39.1218865,38.73831494,39.14359809,38.93010072,38.74555214,39.1013811,39.85284362,40.31843676,40.76955552,41.26530366,41.70556661,42.32675954,42.56076232,42.39551294,42.7284241,42.65605211,42.60659791,42.90573548,42.87075568,42.94795248,43.15541885,43.49556722,43.96236656,44.34352572,44.73554068,44.74157168,44.92250166
Oregon,Columbia County,657.36,43.79639771,44.57222831,46.09346477,47.76682488,48.37531946,49.28806134,50.04867957,51.56991603,52.17841061,53.85177072,54.22599489,54.70822685,55.02312279,54.7979798,54.36746988,54.31879031,54.50438116,54.69453572,55.11135451,55.84154801,57.59096994,58.87945722,59.71005233,60.97876354,61.97973713,63.29408543,64.95983936,66.22094438,67.71479859,69.01545576,66.41262018,67.2812462,68.67774127,69.46574175,70.32067665,71.47833759,73.3646708,74.40976025,75.05628575,75.44115857
Oregon,Coos County,1596.17,35.40662962,36.8381814,36.21168171,37.15143124,37.08878127,37.40203111,37.52733105,38.2164807,39.21888019,39.72007994,40.12542524,39.63049049,38.70139146,38.34115414,38.18139672,37.55301754,36.87827738,37.30868266,37.50352406,37.4352356,37.84246039,38.14756574,38.72895744,39.17189272,39.27965066,39.35796312,39.24644618,39.16813372,38.94071433,38.63623549,39.26148217,38.94384683,38.98958131,39.17189272,39.50894955,39.86793387,39.84663288,39.56282852,39.45068508,39.34104763
Oregon,Crook County,2979.09,3.351694645,3.558133524,3.625268119,3.826671903,3.893806498,3.860239201,3.927373795,4.028075688,4.162344877,4.330181364,4.394294902,4.401008362,4.345622321,4.333538094,4.415777972,4.409735859,4.411414224,4.425176816,4.48324824,4.586635516,4.779311803,4.937413774,5.071682964,5.238176759,5.35801201,5.491945527,5.583919922,5.683614795,5.805464085,5.936712217,6.484530511,6.67183603,6.73494255,6.847728669,7.104518494,7.274033346,7.544585763,7.639916887,7.68422572,7.57479633
Oregon,Curry County,1627.46,7.991594263,8.29513475,8.172243865,8.356580192,8.602361963,8.786698291,8.971034618,9.339707274,9.769825372,10.19994347,10.44080961,10.67061556,10.69949492,10.47337569,10.32652108,10.23926855,10.32836445,10.72468755,11.22546791,11.55788775,11.95298195,12.08017401,12.22211299,12.52565347,12.73641134,12.91706094,12.92381994,12.94532585,12.94716921,13.0080002,12.9674462,12.96314502,13.13273445,13.20462561,13.47129883,13.55732245,13.40063657,13.21507134,13.04793973,12.9944822
Oregon,Deschutes County,3018.19,10.08617748,10.86744042,11.53008923,12.49092999,13.319241,14.04815469,14.81020082,15.90357135,17.65959068,19.38247758,20.58916105,20.91650956,20.88370845,20.71307638,21.15141857,21.5225019,21.9204225,22.15301224,22.82228753,23.66153224,25.19191966,26.61628327,27.81634026,29.05317425,30.11805088,31.43241479,32.66924879,33.68243881,35.03126046,36.7140571,38.63838923,39.97992174,41.5706102,42.84753445,44.42397596,46.7041505,49.257999,50.82682005,52.25979809,52.55765873
Oregon,Douglas County,5036.08,14.24580229,14.73368175,14.93224889,15.80594431,16.0839383,16.62006958,17.01720386,17.47390828,17.87104256,18.28803355,18.6152722,18.61904497,18.21654938,18.05054725,18.38890566,18.25943988,18.21913075,18.36825467,18.38751569,18.53961812,18.88135216,19.0249162,19.12876682,19.32137694,19.51061143,19.78364124,19.99769662,20.17620848,20.22187892,20.21512764,19.94070785,19.87041508,19.97168433,20.1162412,20.2558339,20.41607758,20.58843386,20.58902956,20.55745739,20.49312163
Oregon,Gilliam County,1204.81,1.943874968,1.577012143,1.577012143,1.577012143,1.577012143,1.743013421,1.743013421,1.82601406,1.743013421,1.743013421,1.707323146,1.668312846,1.660842788,1.634282584,1.551281945,1.52721176,1.447531146,1.41682091,1.386110673,1.402710801,1.429271005,1.429271005,1.461641255,1.467451299,1.552941958,1.55709199,1.621002482,1.632622571,1.67661291,1.721433255,1.583652194,1.556261983,1.516421676,1.451681178,1.462471261,1.443381114,1.402710801,1.373660577,1.409350852,1.365360513
Oregon,Grant County,4528.54,1.544868766,1.678245086,1.611998569,1.678245086,1.656162913,1.611998569,1.656162913,1.700327258,1.744491602,1.766573774,1.812946336,1.806984149,1.761936518,1.751557897,1.806763328,1.79682635,1.839444943,1.804996754,1.78909759,1.731683942,1.736983664,1.760611588,1.730359012,1.743387494,1.746037354,1.757520084,1.76215734,1.766573774,1.774744178,1.734554625,1.745154067,1.644017719,1.617960756,1.61089446,1.586162428,1.566067651,1.550168487,1.516603585,1.515720298,1.5004836
Oregon,Harney County,10133.17,0.712018056,0.690800608,0.680932028,0.710537769,0.720406349,0.720406349,0.750012089,0.779617829,0.779617829,0.789486409,0.820473751,0.778334914,0.737084249,0.7297815,0.725143267,0.711425941,0.703136333,0.702248161,0.723761666,0.698399415,0.696919128,0.690504551,0.685866318,0.688333463,0.702149475,0.700570503,0.694649355,0.692083524,0.710636454,0.71991292,0.752873977,0.728498584,0.713597028,0.700274445,0.688333463,0.671162134,0.670866076,0.668102874,0.667214702,0.666721273
Oregon,Hood River County,521.95,25.26487211,25.67295718,26.43931411,26.24772488,27.20567104,28.54679567,29.12156337,29.69633107,30.27109876,31.22904493,30.338155,30.52591244,30.80754862,30.9359134,31.1600728,31.12367085,30.92824983,30.7864738,31.74058818,32.26171089,32.48012262,32.51460868,33.3576013,34.20059393,34.94970783,35.8559249,36.59162755,36.8790114,37.54191014,38.15882747,39.22214772,39.0765399,39.46163426,39.43289587,39.81799023,40.13028068,40.44640291,40.55752467,41.13229237,41.92547179
Oregon,Jackson County,2783.55,33.9613084,35.74572039,36.42830199,38.51197212,39.84120997,41.27822385,42.28413357,43.93669954,45.40963877,46.66702592,47.58527779,48.33611755,48.08499937,47.82741463,48.43814553,49.01798064,49.36034919,50.16112518,50.60444397,51.57047655,52.91803632,54.06621041,55.37209678,56.69953836,58.15702969,59.38567656,60.42966715,61.28073863,62.23814913,63.16466383,65.31156257,66.02971026,67.02484238,68.06739595,68.86781269,69.72642848,70.47295719,71.25648902,71.95775179,72.31269422
Oregon,Jefferson County,1780.79,4.800116802,4.997781883,5.166246441,5.166246441,5.55933041,5.727794967,5.840104673,6.008569231,6.289343494,6.401653199,6.513401356,6.813268269,6.909854615,7.00700251,7.07551143,7.158620612,7.013741092,7.077757624,7.169851583,7.434340939,7.758354438,7.959950359,8.166600217,8.349103488,8.734325777,8.986461065,9.077431926,9.292505012,9.404253169,9.468269701,10.7261384,10.92604967,10.98388917,11.02488222,10.9934355,11.04453641,11.21075478,11.52297576,11.44155122,11.20794703
Oregon,Josephine County,1639.67,21.8007282,23.6632981,24.57811633,26.3467649,27.93244982,29.27418322,30.92085603,32.0186379,34.03123799,35.31198351,35.89441778,36.10604573,35.46689273,35.09730617,36.03347015,36.99890832,37.02086395,37.347759,37.64233047,37.73015302,38.40894814,39.35426031,39.89949197,41.09546433,42.24203651,43.38311977,43.97409235,44.63581086,45.23227235,45.6915111,46.25259961,46.53619326,47.21254887,47.7443632,48.22921685,48.68906548,49.17574878,49.21295139,49.5063031,49.41604103
Oregon,Klamath County,5941.05,8.419555466,8.668501359,8.56750911,8.685333401,8.702165442,9.072470355,9.291286894,9.510103433,9.762584055,9.914072428,9.950597958,10.06101615,9.936795684,9.783455786,9.74019744,9.674384158,9.514816405,9.47223134,9.524410668,9.575411754,9.753831393,9.809882092,9.87805186,10.03223336,10.19163279,10.29111016,10.44596494,10.56698732,10.6311174,10.67740551,10.75449626,10.79102179,10.78883362,10.86491445,10.89925182,11.00849176,11.12513781,11.20374345,11.20054536,11.15072252
Oregon,Lake County,8138.98,0.779335986,0.798625872,0.810912424,0.798625872,0.774052768,0.810912424,0.823198976,0.835485528,0.860058631,0.872345183,0.925423087,0.955402274,0.956139467,0.954050753,0.956385198,0.934760867,0.903675891,0.914856653,0.90699326,0.893846649,0.881805828,0.876154014,0.889546356,0.888563432,0.899129866,0.900727118,0.896058228,0.892003666,0.879348518,0.881314366,0.910310629,0.912399342,0.899498463,0.894460977,0.883157349,0.869642142,0.886474718,0.88586039,0.885000332,0.870993663
Oregon,Lane County,4553.12,47.30843905,48.49421935,49.85592297,50.66855255,51.96436729,52.77699687,54.00692273,55.32470043,57.14762624,58.81681133,60.44778086,60.85233862,59.81524757,58.96022947,58.83394244,58.65230875,58.4739695,59.00042169,59.96196015,61.20308711,62.39523667,63.16547774,63.88542362,64.7751432,65.60775908,66.50802087,67.27826194,68.32501669,68.81962259,69.1615859,71.05127912,71.34206874,71.9054187,72.57594792,72.88979864,73.62907193,74.51593632,75.73092736,76.52444917,77.11393506
Oregon,Lincoln County,979.77,26.28678159,27.65955275,27.1492289,27.55748798,28.27194137,28.98639477,29.70084816,31.43594925,32.86485604,34.29376282,35.9921206,36.7494412,37.11483307,37.37816018,37.08523429,36.72188371,36.85150597,37.3465201,37.73334558,38.81625279,39.88691223,40.76568991,41.68019025,42.93252498,44.04298968,45.12079366,45.75767782,46.37210774,46.21696929,45.91383692,45.26062239,44.80949611,45.2565398,45.41167825,45.89648591,46.38027292,46.58236117,46.89365872,47.09064372,47.24884412
Oregon,Linn County,2290.13,31.40171082,32.96756079,33.40421723,34.10286752,34.49585831,35.32550554,35.98049019,36.98479999,37.68345028,38.86242266,39.07856759,39.37462065,39.18904167,39.04363508,38.97289674,38.4340627,38.43711929,38.45589552,38.95979704,39.25104688,40.05755132,40.77803443,41.29416234,41.98233288,42.69146293,43.63202089,44.49267072,45.23236672,45.61356779,45.99607883,44.98216258,45.23498666,45.69391257,46.3270644,46.67595289,47.26543908,48.43524167,49.38322279,50.37661617,50.90715374
Oregon,Malheur County,9887.53,2.343254584,2.437413591,2.407072343,2.407072343,2.467754839,2.498096087,2.538551084,2.579006081,2.619461079,2.649802327,2.720194022,2.751040958,2.795541455,2.830130477,2.859359213,2.819511041,2.76064902,2.688234574,2.650510289,2.622090654,2.638474928,2.681256087,2.736578296,2.766717269,2.780370831,2.820016728,2.852077314,2.868663862,2.887374299,2.876855999,3.188561754,3.183403742,3.167120605,3.146893107,3.131722483,3.126564471,3.124339446,3.134554333,3.118271196,3.109472234
